FIPS,State,County,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,Population2010,ACCESS2_CrudePrev,BPHIGH_CrudePrev,HIGHCHOL_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Cluster,Priority_Category
34013,NJ,Essex,68650.0,60747.0,-11.513,8.757,7.749,7642.0,5536.0,-27.563,0.975,0.706,1340.0,809.0,-39.668,0.472,0.285,251.0,0.088,16688.0,14704.0,-11.0,2.129,1.875,11344.0,10475.0,-7.663,1.447,1.336,47457.0,6.053,4978.0,0.635,3942.0,0.503,6302.0,0.804,51.0,0.007,11.0,0.001,1949.0,0.249,3207.0,23.0,38.9,31.1,15.0,17.4,40.8,4.1,2,Low
34017,NJ,Hudson,2135.0,3519.0,64.814,0.337,0.555,277.0,765.0,176.534,0.044,0.121,91.0,185.0,104.458,0.037,0.075,75.0,0.03,392.0,621.0,59.0,0.062,0.098,227.0,383.0,68.349,0.036,0.06,2254.0,0.355,295.0,0.046,689.0,0.109,683.0,0.108,5.0,0.001,7.0,0.001,277.0,0.044,3771.5,18.7,30.8,31.9,11.6,13.649999999999999,28.65,2.6,0,Low
34021,NJ,Mercer,102659.0,98078.0,-4.463,28.01,26.76,11452.0,13387.0,16.9,3.124,3.652,2256.0,2185.0,-3.158,1.694,1.64,1338.0,1.005,21304.0,21091.0,-1.0,5.813,5.754,13035.0,12587.0,-3.439,3.556,3.434,68455.0,18.677,11375.0,3.103,8911.0,2.431,12539.0,3.421,236.0,0.064,86.0,0.023,5389.0,1.47,3668.0,24.3,39.4,33.2,15.6,18.3,39.6,4.5,1,Low
34031,NJ,Passaic,67445.0,66350.0,-1.623,13.456,13.237,8174.0,8693.0,6.352,1.631,1.734,998.0,1065.0,6.749,0.598,0.638,988.0,0.592,14161.0,14330.0,2.0,2.825,2.859,10128.0,10076.0,-0.514,2.021,2.01,57690.0,11.51,1871.0,0.373,7934.0,1.583,3212.0,0.641,202.0,0.04,17.0,0.003,3361.0,0.67,4478.0,27.5,32.2,33.0,14.8,16.8,31.8,3.4,2,Low
34039,NJ,Union,65726.0,50013.0,-23.908,12.251,9.322,6908.0,5592.0,-19.061,1.288,1.042,1180.0,988.0,-16.288,0.627,0.525,327.0,0.173,16532.0,12782.0,-22.0,3.081,2.382,10357.0,7727.0,-25.395,1.93,1.44,41019.0,7.646,3587.0,0.668,4682.0,0.873,3324.0,0.62,57.0,0.011,9.0,0.002,2020.0,0.376,5200.5,27.2,31.05,31.95,12.45,16.35,33.8,3.05,2,Low
35001,NM,Bernalillo,136118.0,129354.0,-4.969,20.544,19.523,40824.0,43578.0,6.746,6.161,6.577,1779.0,1936.0,8.824,0.669,0.728,5921.0,2.226,35847.0,34033.0,-5.0,5.41,5.136,14735.0,13779.0,-6.49,2.224,2.08,88038.0,13.287,3583.0,0.541,65004.0,9.811,3062.0,0.462,6940.0,1.047,121.0,0.018,27614.0,4.168,3678.5,12.4,27.1,31.2,8.45,13.850000000000001,26.3,2.7,0,High
35013,NM,Doña Ana,88230.0,82863.0,-6.083,42.168,39.603,43782.0,40780.0,-6.858,20.925,19.49,2179.0,1664.0,-23.668,2.885,2.202,5089.0,6.736,24352.0,23358.0,-4.0,11.638,11.163,11023.0,9722.0,-11.801,5.268,4.646,61933.0,29.6,1261.0,0.602,55989.0,26.759,617.0,0.295,1060.0,0.507,73.0,0.035,17922.0,8.565,3685.0,17.6,31.2,31.6,10.3,14.1,28.1,3.1,1,High
35043,NM,Sandoval,57791.0,47092.0,-18.515,43.927,35.794,17856.0,17375.0,-2.696,13.572,13.206,905.0,849.0,-6.241,1.9,1.782,2366.0,4.969,15976.0,12856.0,-19.0,12.143,9.772,6208.0,5091.0,-18.0,4.718,3.869,30424.0,23.125,890.0,0.676,14999.0,11.4,554.0,0.42,8357.0,6.352,65.0,0.049,6804.0,5.171,5262.0,12.3,26.5,30.1,8.7,13.2,27.3,2.8,2,High
35049,NM,Santa Fe,46072.0,42393.0,-7.985,31.956,29.405,15111.0,15922.0,5.367,10.481,11.044,838.0,782.0,-6.645,1.351,1.261,1782.0,2.875,11177.0,10085.0,-9.0,7.752,6.995,5833.0,5609.0,-3.831,4.045,3.89,31391.0,21.773,362.0,0.251,24474.0,16.975,457.0,0.317,986.0,0.683,26.0,0.017,9174.0,6.363,2365.5,10.8,26.3,31.95,9.3,11.6,20.0,2.8,2,High
36001,NY,Albany,83655.0,82348.0,-1.562,27.499,27.07,15074.0,14541.0,-3.539,4.955,4.78,3224.0,2511.0,-22.109,2.553,1.989,1973.0,1.563,17282.0,17284.0,1.0,5.681,5.681,12907.0,12334.0,-4.438,4.243,4.055,69239.0,22.761,6405.0,2.105,2945.0,0.968,4235.0,1.392,80.0,0.026,21.0,0.007,2370.0,0.779,3724.5,11.1,29.1,29.4,9.8,15.7,26.1,3.0,2,Low
36029,NY,Erie,238055.0,192724.0,-19.042,25.902,20.97,54115.0,51234.0,-5.323,5.888,5.575,8875.0,7306.0,-17.683,2.316,1.907,7381.0,1.926,50626.0,42048.0,-16.0,5.509,4.575,39774.0,30409.0,-23.546,4.328,3.309,168772.0,18.364,13852.0,1.507,4938.0,0.537,5391.0,0.587,647.0,0.07,36.0,0.004,4029.0,0.438,3154.0,14.8,36.5,32.0,13.5,17.0,36.7,4.0,1,Low
36055,NY,Monroe,251900.0,221678.0,-11.998,33.842,29.782,51564.0,43049.0,-16.514,6.927,5.783,6258.0,5886.0,-5.945,2.083,1.959,4901.0,1.631,55367.0,49129.0,-11.0,7.438,6.6,35337.0,31889.0,-9.757,4.747,4.284,195018.0,26.2,12456.0,1.673,7239.0,0.972,7895.0,1.061,473.0,0.063,49.0,0.007,5790.0,0.778,2458.0,17.8,36.1,31.8,14.3,18.6,40.8,4.3,1,Low
36067,NY,Onondaga,122215.0,94833.0,-22.405,26.169,20.306,25602.0,17526.0,-31.544,5.482,3.753,4383.0,2948.0,-32.741,2.335,1.571,2695.0,1.436,29403.0,22586.0,-23.0,6.296,4.836,17916.0,14055.0,-21.551,3.836,3.009,86715.0,18.567,2834.0,0.607,1912.0,0.409,2519.0,0.539,641.0,0.137,30.0,0.006,2096.0,0.449,2483.0,14.8,32.3,31.4,10.9,17.8,33.6,3.5,2,Low
36085,NY,Richmond,22939.0,4249.0,-81.478,4.894,0.906,5811.0,807.0,-86.119,1.24,0.172,1622.0,120.0,-92.627,0.98,0.072,51.0,0.031,5054.0,803.0,-84.0,1.078,0.171,2839.0,940.0,-66.913,0.606,0.2,3904.0,0.833,45.0,0.01,259.0,0.055,202.0,0.043,7.0,0.001,1.0,0.0,93.0,0.02,4066.0,10.850000000000001,27.95,32.95,9.75,12.4,26.75,2.7,0,Low
36093,NY,Schenectady,55632.0,36039.0,-35.22,35.955,23.291,14863.0,8859.0,-40.397,9.606,5.725,3059.0,1786.0,-41.614,4.864,2.84,1587.0,2.523,12942.0,7986.0,-38.0,8.364,5.161,7613.0,5098.0,-33.04,4.92,3.294,29889.0,19.317,2851.0,1.842,1779.0,1.149,1481.0,0.957,68.0,0.043,7.0,0.004,1745.0,1.128,3101.0,14.55,32.2,30.700000000000003,11.0,17.1,32.55,3.55,2,Medium
36119,NY,Westchester,142031.0,140484.0,-1.089,14.965,14.802,12045.0,13091.0,8.676,1.269,1.379,2209.0,1781.0,-19.366,0.636,0.513,922.0,0.265,37519.0,36343.0,-3.0,3.953,3.829,20849.0,21914.0,5.108,2.197,2.309,121402.0,12.791,5963.0,0.628,10670.0,1.124,7494.0,0.789,152.0,0.016,34.0,0.003,5442.0,0.573,3877.5,12.9,30.05,32.95,10.75,12.5,25.75,3.05,0,Low
37021,NC,Buncombe,59094.0,51502.0,-12.849,24.796,21.61,20609.0,19050.0,-7.562,8.647,7.993,2339.0,2320.0,-0.825,2.329,2.31,2487.0,2.476,12671.0,11101.0,-12.0,5.317,4.658,9005.0,8134.0,-9.678,3.779,3.413,45626.0,19.145,2540.0,1.065,3292.0,1.381,573.0,0.24,232.0,0.097,98.0,0.041,2436.0,1.022,2846.0,13.2,32.7,33.7,9.4,12.4,26.9,3.1,2,High
37025,NC,Cabarrus,39787.0,40938.0,2.891,22.351,22.997,10316.0,12873.0,24.777,5.795,7.231,1029.0,1336.0,29.9,1.566,2.034,1763.0,2.684,10952.0,11031.0,1.0,6.152,6.197,4189.0,4494.0,7.295,2.353,2.524,30944.0,17.383,6386.0,3.587,3810.0,2.14,692.0,0.388,118.0,0.066,11.0,0.006,2789.0,1.566,3670.5,17.4,30.25,32.95,8.75,13.4,31.15,2.65,2,Medium
37037,NC,Chatham,5014.0,3078.0,-38.63,7.895,4.845,2209.0,1527.0,-30.877,3.478,2.404,992.0,948.0,-4.432,3.835,3.665,201.0,0.777,1294.0,780.0,-39.0,2.037,1.227,598.0,423.0,-29.209,0.941,0.666,2130.0,3.353,520.0,0.819,621.0,0.976,25.0,0.039,33.0,0.05,0.0,0.0,371.0,0.584,1422.0,7.5,44.7,46.9,13.0,7.5,23.8,4.0,2,Low
37051,NC,Cumberland,96551.0,96360.0,-0.197,30.226,30.166,40880.0,40985.0,0.257,12.798,12.83,3151.0,3085.0,-2.107,2.573,2.519,5754.0,4.699,28522.0,28343.0,-0.0,8.929,8.873,6653.0,6068.0,-8.791,2.083,1.899,49819.0,15.596,34356.0,10.755,10551.0,3.303,1970.0,0.616,1490.0,0.466,363.0,0.113,8364.0,2.618,4258.0,19.6,34.9,30.3,10.6,15.0,34.4,3.3,1,High
37057,NC,Davidson,28180.0,26968.0,-4.3,17.301,16.557,10440.0,10740.0,2.875,6.41,6.594,1784.0,1704.0,-4.519,2.765,2.64,1979.0,3.067,6942.0,6574.0,-5.0,4.262,4.036,3903.0,3820.0,-2.116,2.396,2.345,20890.0,12.825,3490.0,2.142,2569.0,1.577,533.0,0.327,146.0,0.089,4.0,0.002,1908.0,1.171,2655.0,16.299999999999997,31.700000000000003,32.55,9.6,14.0,32.3,3.0999999999999996,2,Medium
37063,NC,Durham,72167.0,69241.0,-4.054,26.969,25.876,16716.0,19964.0,19.427,6.247,7.46,1741.0,1927.0,10.693,1.591,1.761,2511.0,2.295,17435.0,16410.0,-5.0,6.515,6.132,7723.0,7419.0,-3.929,2.886,2.772,36468.0,13.628,23782.0,8.887,6856.0,2.562,2993.0,1.118,295.0,0.11,45.0,0.016,5661.0,2.115,3997.0,17.6,30.8,29.9,8.6,13.2,30.3,2.7,2,Medium
37067,NC,Forsyth,136579.0,128305.0,-6.058,38.948,36.588,42199.0,48861.0,15.788,12.034,13.934,3771.0,3866.0,2.511,2.671,2.738,5702.0,4.039,34721.0,32673.0,-5.0,9.901,9.317,16860.0,15952.0,-5.385,4.808,4.549,79351.0,22.628,33981.0,9.69,15242.0,4.346,2155.0,0.614,561.0,0.16,66.0,0.019,12193.0,3.477,3262.5,19.799999999999997,34.599999999999994,34.3,10.5,14.600000000000001,33.0,3.4,1,High
37071,NC,Gaston,58344.0,58304.0,-0.068,28.31,28.291,22025.0,23228.0,5.458,10.687,11.271,2059.0,1995.0,-3.121,2.577,2.497,3892.0,4.872,14507.0,14499.0,-0.0,7.039,7.035,7286.0,7098.0,-2.57,3.535,3.444,46359.0,22.495,8212.0,3.984,3194.0,1.55,617.0,0.299,260.0,0.126,20.0,0.009,2838.0,1.377,2655.0,20.0,35.1,35.2,11.0,15.5,32.7,3.6,1,Medium
37081,NC,Guilford,102650.0,98824.0,-3.728,21.017,20.234,32667.0,40699.0,24.586,6.688,8.333,3567.0,3845.0,7.793,1.814,1.955,5753.0,2.925,23865.0,23324.0,-2.0,4.886,4.775,12628.0,11875.0,-5.961,2.585,2.431,55783.0,11.421,32141.0,6.581,7852.0,1.607,3902.0,0.799,522.0,0.107,41.0,0.008,6438.0,1.318,3236.0,17.0,31.65,32.5,9.05,13.55,31.450000000000003,2.95,2,High
37119,NC,Mecklenburg,206383.0,168000.0,-18.598,22.442,18.268,60417.0,50083.0,-17.104,6.57,5.446,4983.0,4074.0,-18.241,1.376,1.125,6502.0,1.795,56272.0,45175.0,-19.0,6.119,4.912,18788.0,16388.0,-12.77,2.043,1.782,95902.0,10.428,50265.0,5.466,18778.0,2.042,7634.0,0.83,775.0,0.084,97.0,0.01,13329.0,1.449,3631.5,16.75,29.2,32.25,8.5,12.45,31.65,2.4,2,Medium
37129,NC,New Hanover,64806.0,61147.0,-5.647,31.976,30.171,15976.0,15540.0,-2.73,7.883,7.668,931.0,972.0,4.352,1.082,1.129,1927.0,2.239,13561.0,13167.0,-2.0,6.691,6.497,9306.0,8462.0,-9.074,4.592,4.175,51612.0,25.466,5957.0,2.939,3063.0,1.511,740.0,0.365,296.0,0.146,28.0,0.013,2515.0,1.241,2932.0,16.0,32.8,34.7,8.6,14.6,30.1,3.1,2,High
37133,NC,Onslow,57401.0,53954.0,-6.005,32.289,30.35,19475.0,18109.0,-7.016,10.955,10.186,1782.0,1635.0,-8.25,2.964,2.72,1324.0,2.203,15698.0,12899.0,-17.0,8.83,7.255,3054.0,2359.0,-22.764,1.718,1.327,39726.0,22.346,8096.0,4.554,6529.0,3.673,1154.0,0.649,395.0,0.222,172.0,0.096,4414.0,2.483,4470.5,18.85,27.3,26.4,7.95,15.35,31.35,2.4000000000000004,2,High
37147,NC,Pitt,14544.0,15523.0,6.737,8.649,9.232,5321.0,5308.0,-0.243,3.164,3.156,1590.0,1507.0,-5.185,2.352,2.23,870.0,1.286,3643.0,3966.0,9.0,2.166,2.359,1448.0,1522.0,5.102,0.861,0.905,9038.0,5.375,5358.0,3.186,790.0,0.47,257.0,0.152,82.0,0.049,14.0,0.008,776.0,0.461,3147.0,16.7,25.8,27.9,7.1,15.1,31.1,2.5,0,Medium
37183,NC,Wake,173265.0,170432.0,-1.635,19.23,18.916,38115.0,44234.0,16.054,4.23,4.909,3352.0,3568.0,6.461,0.97,1.032,4313.0,1.248,47208.0,46401.0,-1.0,5.24,5.15,13554.0,12937.0,-4.558,1.504,1.436,111738.0,12.402,39515.0,4.386,17867.0,1.983,5271.0,0.585,998.0,0.111,78.0,0.009,12834.0,1.424,3817.0,12.5,27.3,29.8,7.5,10.7,27.2,2.1,0,High
38017,ND,Cass,22405.0,20906.0,-6.693,14.959,13.957,4374.0,4014.0,-8.238,2.92,2.679,446.0,416.0,-6.704,0.696,0.65,433.0,0.677,6003.0,5538.0,-7.0,4.008,3.697,2441.0,2398.0,-1.763,1.63,1.601,19812.0,13.227,245.0,0.163,323.0,0.215,293.0,0.195,143.0,0.095,4.0,0.002,412.0,0.274,3853.0,10.2,27.2,32.4,7.7,11.4,30.6,2.4,0,Low
39035,OH,Cuyahoga,246211.0,250037.0,1.554,19.233,19.532,47954.0,54944.0,14.577,3.746,4.292,5520.0,7102.0,28.661,1.013,1.303,9310.0,1.708,54217.0,55523.0,3.0,4.235,4.337,43240.0,43755.0,1.19,3.378,3.418,198558.0,15.511,37910.0,2.961,6488.0,0.507,7337.0,0.573,292.0,0.023,58.0,0.005,5884.0,0.46,2283.0,16.9,38.9,33.2,16.2,18.2,42.5,5.1,1,Low
39041,OH,Delaware,46338.0,46412.0,0.161,26.598,26.641,3718.0,5417.0,45.709,2.134,3.109,666.0,775.0,16.247,1.061,1.233,671.0,1.069,14705.0,14165.0,-3.0,8.441,8.131,3690.0,3726.0,0.97,2.118,2.138,41566.0,23.859,1851.0,1.062,963.0,0.553,1783.0,1.023,65.0,0.037,12.0,0.007,1138.0,0.653,3622.5,8.0,21.4,23.3,5.85,11.35,29.5,1.5,0,Medium
39045,OH,Fairfield,35862.0,30777.0,-14.18,24.536,21.057,9198.0,8024.0,-12.76,6.293,5.49,890.0,1304.0,46.508,1.638,2.4,1593.0,2.932,9714.0,8254.0,-15.0,6.646,5.647,4492.0,4086.0,-9.05,3.073,2.795,27457.0,18.786,2015.0,1.378,542.0,0.371,400.0,0.273,53.0,0.036,11.0,0.007,843.0,0.576,4833.0,10.55,27.2,25.4,8.2,14.15,36.95,2.2,2,Medium
39049,OH,Franklin,275642.0,274664.0,-0.355,23.692,23.608,72903.0,86348.0,18.443,6.266,7.422,6697.0,7121.0,6.331,1.403,1.492,15181.0,3.181,73100.0,74010.0,2.0,6.283,6.361,29068.0,27485.0,-5.445,2.498,2.362,192031.0,16.506,59921.0,5.15,10186.0,0.875,9466.0,0.814,651.0,0.056,295.0,0.025,12302.0,1.057,3068.0,12.05,31.95,29.9,10.850000000000001,15.6,35.2,3.1500000000000004,2,Medium
39061,OH,Hamilton,218888.0,236683.0,8.13,27.28,29.498,56039.0,69337.0,23.729,6.984,8.641,7558.0,8326.0,10.169,2.263,2.493,11649.0,3.488,55260.0,59025.0,7.0,6.887,7.356,30574.0,32825.0,7.362,3.81,4.091,175695.0,21.897,49591.0,6.18,4774.0,0.595,4394.0,0.548,372.0,0.046,151.0,0.019,6483.0,0.808,2368.0,12.6,34.8,31.8,12.5,16.3,36.0,3.8,1,Low
39095,OH,Lucas,74112.0,72293.0,-2.455,16.774,16.363,23119.0,24200.0,4.676,5.233,5.477,2560.0,2505.0,-2.138,1.42,1.39,4682.0,2.597,18526.0,18580.0,1.0,4.193,4.205,10051.0,9544.0,-5.05,2.275,2.16,56345.0,12.753,11536.0,2.611,3413.0,0.772,1292.0,0.292,187.0,0.042,25.0,0.006,2909.0,0.658,2625.0,13.7,37.3,34.8,14.2,17.8,44.0,4.0,1,Low
39099,OH,Mahoning,69802.0,63369.0,-9.215,29.227,26.534,30157.0,25842.0,-14.307,12.627,10.821,3752.0,3663.0,-2.365,3.8,3.711,5863.0,5.939,15018.0,14188.0,-5.0,6.288,5.941,11602.0,10854.0,-6.446,4.858,4.545,45806.0,19.18,14311.0,5.992,3397.0,1.422,536.0,0.224,124.0,0.052,12.0,0.005,2583.0,1.081,2150.0,16.3,43.3,37.4,19.1,18.8,46.6,6.0,1,Medium
39113,OH,Montgomery,158184.0,142426.0,-9.961,29.559,26.614,48712.0,51210.0,5.127,9.102,9.569,5849.0,6155.0,5.225,2.612,2.748,9405.0,4.2,38069.0,34595.0,-9.0,7.114,6.464,25257.0,22496.0,-10.933,4.72,4.204,101093.0,18.89,34246.0,6.399,2501.0,0.467,2709.0,0.506,299.0,0.056,30.0,0.005,4053.0,0.757,2433.0,15.0,38.2,34.3,15.9,18.0,43.4,4.8,1,Medium
39151,OH,Stark,103578.0,108255.0,4.516,27.577,28.823,26165.0,30331.0,15.923,6.966,8.076,2174.0,2782.0,27.957,1.439,1.841,5043.0,3.338,24465.0,25551.0,5.0,6.514,6.803,16602.0,17206.0,3.636,4.42,4.581,97215.0,25.883,7615.0,2.027,1515.0,0.403,880.0,0.234,254.0,0.068,33.0,0.009,2260.0,0.602,3181.0,13.1,36.2,33.95,13.15,16.75,42.5,4.25,1,Low
39153,OH,Summit,189680.0,165395.0,-12.803,35.01,30.528,45772.0,41751.0,-8.785,8.448,7.706,4825.0,3589.0,-25.608,2.165,1.611,6763.0,3.035,44591.0,39084.0,-12.0,8.23,7.214,26484.0,23185.0,-12.457,4.888,4.279,144232.0,26.622,14080.0,2.599,2306.0,0.426,3296.0,0.608,285.0,0.053,45.0,0.008,3460.0,0.639,2873.5,13.850000000000001,37.55,34.4,13.9,17.75,37.6,4.25,1,Low
40017,OK,Canadian,33848.0,26959.0,-20.353,29.295,23.332,7283.0,6365.0,-12.603,6.303,5.509,365.0,442.0,21.11,0.859,1.041,789.0,1.857,8782.0,6806.0,-22.0,7.601,5.89,3637.0,2819.0,-22.478,3.147,2.44,22082.0,19.111,953.0,0.824,2003.0,1.733,807.0,0.698,1362.0,1.178,13.0,0.011,1745.0,1.51,2770.0,13.0,31.1,32.9,8.9,13.1,33.4,2.3,2,Medium
40027,OK,Cleveland,61262.0,48391.0,-21.01,23.953,18.921,15005.0,14122.0,-5.89,5.867,5.521,972.0,859.0,-11.617,0.988,0.873,1339.0,1.362,13800.0,11645.0,-15.0,5.396,4.553,5231.0,4494.0,-14.081,2.045,1.757,38588.0,15.088,2066.0,0.808,3227.0,1.262,2136.0,0.835,1978.0,0.773,46.0,0.018,3579.0,1.399,3719.0,14.05,31.5,34.25,8.95,13.6,32.45,2.6500000000000004,2,Medium
40031,OK,Comanche,41726.0,40134.0,-3.817,33.623,32.34,18787.0,18161.0,-3.331,15.138,14.634,1372.0,1035.0,-24.535,3.049,2.301,2303.0,5.119,10756.0,10223.0,-4.0,8.667,8.237,3880.0,3302.0,-14.893,3.126,2.661,25157.0,20.271,8286.0,6.677,5058.0,4.075,968.0,0.78,1529.0,1.231,277.0,0.223,3920.0,3.158,2953.5,18.95,35.75,34.85,11.4,17.15,38.5,3.5,1,High
40109,OK,Oklahoma,183239.0,150329.0,-17.96,25.498,20.919,65160.0,53764.0,-17.489,9.067,7.481,4135.0,4094.0,-0.997,1.438,1.423,8964.0,3.117,47794.0,39512.0,-17.0,6.651,5.498,22038.0,18113.0,-17.812,3.067,2.52,93690.0,13.037,31151.0,4.335,15280.0,2.126,5151.0,0.717,4656.0,0.648,116.0,0.016,15568.0,2.166,2737.0,16.85,36.5,36.5,11.45,15.2,33.2,3.4,2,High
40113,OK,Osage,13640.0,14891.0,9.176,28.731,31.368,5725.0,6196.0,8.226,12.058,13.05,586.0,677.0,15.531,3.215,3.714,798.0,4.383,3615.0,3953.0,10.0,7.614,8.325,2158.0,2362.0,9.46,4.544,4.974,7404.0,15.596,4383.0,9.231,426.0,0.897,47.0,0.098,1794.0,3.778,3.0,0.005,1263.0,2.66,3068.0,15.799999999999999,48.6,40.599999999999994,16.450000000000003,13.9,41.8,5.1,1,High
40125,OK,Pottawatomie,11843.0,9452.0,-20.195,17.054,13.61,5740.0,5390.0,-6.084,8.265,7.762,826.0,772.0,-6.485,3.185,2.978,901.0,3.474,3159.0,2542.0,-19.0,4.549,3.66,1643.0,1207.0,-26.539,2.365,1.737,6518.0,9.385,469.0,0.675,539.0,0.776,34.0,0.048,1667.0,2.399,1.0,0.001,766.0,1.102,64.0,13.6,43.2,42.5,13.6,13.5,37.0,3.9,1,Low
40143,OK,Tulsa,154010.0,145920.0,-5.253,25.524,24.183,54664.0,56063.0,2.559,9.059,9.291,5070.0,5072.0,0.05,2.097,2.098,8946.0,3.7,40704.0,38225.0,-6.0,6.746,6.335,18876.0,18447.0,-2.275,3.128,3.057,96994.0,16.074,23205.0,3.846,11999.0,1.988,2447.0,0.405,8914.0,1.477,156.0,0.026,14206.0,2.354,2908.0,15.9,35.6,36.0,10.95,15.6,34.349999999999994,3.3,1,Medium
40145,OK,Wagoner,22916.0,20763.0,-9.392,31.354,28.409,5339.0,5806.0,8.758,7.304,7.944,546.0,494.0,-9.626,2.03,1.834,687.0,2.553,6358.0,5759.0,-9.0,8.699,7.879,2551.0,2340.0,-8.259,3.49,3.201,16059.0,21.972,620.0,0.848,1184.0,1.619,430.0,0.587,1849.0,2.529,9.0,0.012,1799.0,2.461,981.0,13.8,35.6,37.4,10.3,13.6,35.9,3.0,2,High
41005,OR,Clackamas,63185.0,52466.0,-16.963,16.805,13.954,11709.0,11178.0,-4.531,3.114,2.973,1897.0,1433.0,-24.435,1.301,0.983,2201.0,1.509,15729.0,13098.0,-16.0,4.183,3.484,8602.0,6854.0,-20.32,2.288,1.823,46690.0,12.418,387.0,0.103,2642.0,0.703,2486.0,0.661,355.0,0.094,104.0,0.027,2448.0,0.651,152.0,8.55,27.1,31.0,8.15,12.100000000000001,25.4,2.75,0,Low
41017,OR,Deschutes,24507.0,24607.0,0.407,15.537,15.6,7001.0,8289.0,18.39,4.438,5.255,699.0,750.0,7.222,1.09,1.169,1600.0,2.496,6099.0,5992.0,-1.0,3.866,3.798,3100.0,3343.0,7.85,1.965,2.119,23054.0,14.615,97.0,0.061,1585.0,1.004,209.0,0.133,181.0,0.114,19.0,0.012,1050.0,0.665,7142.0,10.25,25.7,30.1,7.2,12.899999999999999,26.35,2.5,0,High
41029,OR,Jackson,33533.0,38778.0,15.642,16.502,19.083,10501.0,14963.0,42.498,5.167,7.363,787.0,904.0,14.859,0.946,1.087,2740.0,3.298,7668.0,9238.0,21.0,3.773,4.546,6114.0,6733.0,10.131,3.008,3.313,34255.0,16.857,167.0,0.082,4588.0,2.257,449.0,0.221,401.0,0.197,70.0,0.034,3439.0,1.692,3678.0,13.95,28.2,32.8,9.05,16.5,27.9,3.3,2,Medium
41039,OR,Lane,53955.0,63272.0,17.268,15.34,17.989,17142.0,22312.0,30.164,4.874,6.344,1680.0,2141.0,27.48,1.15,1.466,5193.0,3.557,11871.0,14545.0,23.0,3.375,4.135,8436.0,8888.0,5.359,2.398,2.527,56565.0,16.083,492.0,0.14,4696.0,1.335,1261.0,0.359,747.0,0.212,122.0,0.035,4086.0,1.162,3403.0,10.4,26.3,31.5,7.6,14.8,26.5,2.7,2,Medium
41047,OR,Marion,45621.0,45616.0,-0.01,14.467,14.466,14836.0,16769.0,13.025,4.705,5.318,833.0,1194.0,43.372,0.737,1.057,2711.0,2.4,12571.0,12333.0,-1.0,3.986,3.911,5585.0,5554.0,-0.555,1.771,1.761,35851.0,11.369,514.0,0.163,11164.0,3.54,835.0,0.265,800.0,0.253,168.0,0.053,7451.0,2.363,3733.0,16.2,28.2,31.4,9.4,15.5,30.2,2.9,2,Medium
41051,OR,Multnomah,92502.0,67239.0,-27.311,12.58,9.144,28079.0,19676.0,-29.926,3.818,2.676,2610.0,1815.0,-30.446,0.857,0.596,3918.0,1.286,21895.0,15619.0,-28.0,2.977,2.124,10302.0,7541.0,-26.805,1.401,1.025,52273.0,7.109,3320.0,0.451,4970.0,0.676,5954.0,0.81,514.0,0.07,352.0,0.048,4829.0,0.657,4018.5,10.55,25.6,30.1,7.0,13.9,24.95,2.4,0,Low
41053,OR,Polk,20958.0,22527.0,7.487,27.794,29.874,6242.0,7612.0,21.949,8.278,10.095,391.0,541.0,38.379,1.38,1.909,1258.0,4.444,4921.0,5282.0,8.0,6.525,7.004,2946.0,3163.0,7.337,3.907,4.194,19123.0,25.361,184.0,0.244,2231.0,2.958,647.0,0.857,634.0,0.84,69.0,0.091,1872.0,2.482,6482.0,10.65,28.55,32.15,8.8,12.7,29.0,3.1500000000000004,2,High
41067,OR,Washington,70500.0,59769.0,-15.221,13.309,11.283,10506.0,10126.0,-3.624,1.983,1.911,962.0,733.0,-23.773,0.478,0.365,1746.0,0.869,21124.0,17882.0,-15.0,3.988,3.376,5365.0,4600.0,-14.263,1.013,0.868,48151.0,9.09,727.0,0.137,5129.0,0.968,6197.0,1.17,314.0,0.059,165.0,0.031,4218.0,0.796,3375.5,10.7,23.25,25.8,6.8,12.55,27.45,2.1,0,Low
