FIPS,State,County,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,Population2010,ACCESS2_CrudePrev,BPHIGH_CrudePrev,HIGHCHOL_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Cluster,Priority_Category
1073,AL,Jefferson,209262.0,205658.0,-1.722,31.78,31.233,75210.0,80805.0,7.438,11.422,12.272,7539.0,7230.0,-4.1,2.86,2.743,13858.0,5.258,50219.0,49883.0,-0.0,7.627,7.576,26851.0,25971.0,-3.277,4.078,3.944,94906.0,14.413,102010.0,15.492,7098.0,1.078,1809.0,0.275,477.0,0.072,81.0,0.012,6377.0,0.968,2630.0,19.8,43.9,35.3,14.7,15.9,40.6,4.2,1,Medium
1083,AL,Limestone,10138.0,9340.0,-7.872,12.246,11.282,3270.0,2913.0,-10.925,3.95,3.518,873.0,839.0,-3.802,2.773,2.668,554.0,1.759,1937.0,1707.0,-11.0,2.339,2.061,1519.0,1422.0,-6.403,1.834,1.717,6815.0,8.232,2009.0,2.427,427.0,0.516,31.0,0.037,61.0,0.073,3.0,0.003,423.0,0.51,760.5,14.2,30.799999999999997,27.450000000000003,7.7,13.7,31.7,2.05,0,Medium
1089,AL,Madison,110053.0,88545.0,-19.544,32.87,26.446,27135.0,25002.0,-7.862,8.105,7.467,2829.0,2336.0,-17.419,2.1,1.734,3343.0,2.481,26276.0,21194.0,-19.0,7.848,6.33,12422.0,9828.0,-20.879,3.71,2.935,57840.0,17.275,22813.0,6.814,4986.0,1.489,2695.0,0.805,612.0,0.183,79.0,0.024,4508.0,1.346,3035.5,14.3,37.35,35.4,11.25,14.2,33.45,3.3,2,High
1097,AL,Mobile,112774.0,103769.0,-7.985,27.306,25.126,43730.0,42398.0,-3.047,10.589,10.266,3562.0,3248.0,-8.814,2.248,2.05,7494.0,4.73,28441.0,26377.0,-7.0,6.886,6.387,14570.0,13687.0,-6.061,3.528,3.314,64582.0,15.637,34367.0,8.321,2040.0,0.494,1983.0,0.48,566.0,0.137,57.0,0.014,2217.0,0.537,2540.0,18.6,42.7,35.8,13.5,16.8,38.7,4.1,1,Medium
1101,AL,Montgomery,64260.0,66181.0,2.989,28.017,28.854,25877.0,33424.0,29.166,11.282,14.572,2360.0,2821.0,19.561,2.622,3.135,6500.0,7.223,16620.0,17675.0,7.0,7.246,7.706,7484.0,6844.0,-8.555,3.263,2.984,19164.0,8.355,43344.0,18.897,3032.0,1.322,714.0,0.311,187.0,0.081,61.0,0.026,2714.0,1.183,3484.0,19.3,40.05,35.2,13.0,16.35,38.8,4.0,1,High
1117,AL,Shelby,52014.0,47123.0,-9.404,26.662,24.155,7449.0,8394.0,12.686,3.818,4.302,969.0,1359.0,40.265,1.308,1.835,705.0,0.951,13436.0,12434.0,-7.0,6.887,6.374,5550.0,5196.0,-6.389,2.845,2.663,40787.0,20.907,3591.0,1.84,2433.0,1.247,1018.0,0.521,128.0,0.065,10.0,0.005,1592.0,0.816,1652.0,9.4,37.7,38.0,9.4,10.6,30.2,2.4,2,Low
1125,AL,Tuscaloosa,39479.0,34860.0,-11.7,20.281,17.908,14356.0,12642.0,-11.942,7.375,6.494,1716.0,1417.0,-17.455,2.253,1.86,1514.0,1.987,8715.0,7648.0,-12.0,4.477,3.929,4469.0,3920.0,-12.295,2.296,2.013,21742.0,11.169,11865.0,6.095,859.0,0.441,376.0,0.193,121.0,0.062,7.0,0.003,752.0,0.386,2814.5,17.200000000000003,37.150000000000006,33.5,10.4,17.65,36.45,3.1,2,Medium
2020,AK,Anchorage,87980.0,80040.0,-9.024,30.148,27.427,13342.0,14924.0,11.855,4.572,5.114,1037.0,994.0,-4.151,0.966,0.926,1419.0,1.321,22921.0,20528.0,-10.0,7.854,7.034,6070.0,5428.0,-10.574,2.08,1.86,58057.0,19.894,3473.0,1.19,5558.0,1.904,5616.0,1.924,4873.0,1.67,845.0,0.289,7179.0,2.46,5107.0,12.8,28.4,31.4,7.3,11.6,33.7,2.3,0,High
4013,AZ,Maricopa,492282.0,511216.0,3.846,12.897,13.393,139989.0,167934.0,19.962,3.667,4.399,11075.0,13846.0,25.02,0.785,0.981,18994.0,1.346,117944.0,122204.0,4.0,3.09,3.201,77452.0,86015.0,11.057,2.029,2.253,389367.0,10.201,23171.0,0.607,129064.0,3.381,14731.0,0.386,10080.0,0.264,725.0,0.019,73146.0,1.916,3961.0,13.1,26.4,30.5,8.3,12.7,27.8,2.5,0,Medium
4019,AZ,Pima,232209.0,218482.0,-5.911,23.688,22.288,71178.0,75296.0,5.785,7.261,7.681,4801.0,5049.0,5.156,1.235,1.299,10468.0,2.693,50096.0,47678.0,-4.0,5.11,4.864,44002.0,42728.0,-2.895,4.489,4.359,163853.0,16.715,5831.0,0.595,63979.0,6.527,4469.0,0.456,14427.0,1.472,244.0,0.025,29660.0,3.026,3686.5,15.55,28.2,32.55,9.5,14.2,28.4,2.95,2,High
4027,AZ,Yuma,43753.0,39777.0,-9.088,22.351,20.32,20612.0,18787.0,-8.858,10.53,9.597,1327.0,830.0,-37.491,2.049,1.281,2014.0,3.109,12315.0,10633.0,-13.0,6.291,5.432,8294.0,7549.0,-8.987,4.237,3.856,29075.0,14.853,790.0,0.403,20260.0,10.349,582.0,0.297,475.0,0.243,73.0,0.037,8785.0,4.488,2922.0,21.0,30.8,33.8,12.1,13.3,35.9,3.5,2,High
5007,AR,Benton,43592.0,34547.0,-20.749,19.694,15.608,14028.0,11739.0,-16.32,6.338,5.303,1772.0,1026.0,-42.093,2.158,1.25,1039.0,1.266,12367.0,9712.0,-21.0,5.587,4.388,5543.0,4801.0,-13.39,2.504,2.169,27678.0,12.505,422.0,0.19,7065.0,3.192,652.0,0.295,569.0,0.257,209.0,0.094,5019.0,2.267,1012.0,13.75,26.55,29.450000000000003,7.1,14.3,29.25,2.25,0,High
5031,AR,Craighead,24130.0,15956.0,-33.878,25.02,16.544,9934.0,8262.0,-16.833,10.3,8.566,1009.0,956.0,-5.263,2.705,2.563,1162.0,3.114,6107.0,3911.0,-35.0,6.332,4.055,2390.0,1520.0,-36.423,2.478,1.575,12014.0,12.457,2690.0,2.789,861.0,0.892,371.0,0.384,67.0,0.069,3.0,0.003,812.0,0.841,4633.5,13.25,34.45,31.25,10.0,16.4,34.65,3.4,2,High
5119,AR,Pulaski,116979.0,101840.0,-12.942,30.563,26.607,38732.0,39911.0,3.043,10.119,10.427,4230.0,3358.0,-20.606,2.664,2.115,5745.0,3.618,28549.0,26364.0,-7.0,7.459,6.888,13792.0,11196.0,-18.825,3.603,2.925,53324.0,13.932,41320.0,10.796,5602.0,1.463,1461.0,0.382,450.0,0.117,76.0,0.02,5211.0,1.361,3611.0,13.0,38.7,33.0,11.4,14.6,35.2,3.4,1,Medium
5131,AR,Sebastian,17988.0,12920.0,-28.175,14.305,10.274,6658.0,4678.0,-29.737,5.294,3.72,679.0,698.0,2.866,1.368,1.407,626.0,1.26,4314.0,3104.0,-28.0,3.43,2.468,2306.0,1713.0,-25.726,1.833,1.362,10657.0,8.475,551.0,0.438,906.0,0.72,558.0,0.443,231.0,0.184,6.0,0.005,918.0,0.73,4025.0,13.6,37.4,34.2,12.2,16.2,32.0,4.1,2,Low
5143,AR,Washington,40442.0,29545.0,-26.946,19.916,14.549,14823.0,12307.0,-16.974,7.3,6.061,1310.0,1255.0,-4.213,1.714,1.642,1246.0,1.631,10622.0,8014.0,-24.0,5.231,3.946,3470.0,2374.0,-31.595,1.709,1.169,23218.0,11.434,1211.0,0.596,4760.0,2.344,642.0,0.316,304.0,0.149,557.0,0.274,3615.0,1.78,5401.0,12.3,31.8,31.85,7.949999999999999,15.05,28.75,2.6,2,Medium
6001,CA,Alameda,160425.0,107965.0,-32.701,10.622,7.149,24227.0,15142.0,-37.503,1.604,1.003,2450.0,1351.0,-44.867,0.449,0.248,1288.0,0.236,38406.0,25675.0,-33.0,2.543,1.7,17477.0,12621.0,-27.783,1.157,0.836,54934.0,3.637,10418.0,0.69,13584.0,0.899,30755.0,2.036,436.0,0.029,520.0,0.034,10904.0,0.722,3955.5,9.649999999999999,25.4,27.85,8.4,10.5,22.15,2.3499999999999996,0,Low
6007,CA,Butte,48750.0,46599.0,-4.412,22.159,21.181,15883.0,16364.0,3.031,7.219,7.438,1837.0,1772.0,-3.54,2.096,2.022,1889.0,2.155,10507.0,9962.0,-5.0,4.776,4.528,9567.0,9266.0,-3.143,4.348,4.212,39335.0,17.88,477.0,0.217,5105.0,2.32,1998.0,0.908,915.0,0.416,76.0,0.034,3799.0,1.727,3723.0,9.6,23.3,28.1,6.6,14.5,25.3,2.3,0,High
6013,CA,Contra Costa,206022.0,200375.0,-2.741,19.639,19.101,28362.0,31141.0,9.799,2.704,2.969,2953.0,2915.0,-1.29,0.786,0.776,2424.0,0.646,47923.0,47001.0,-1.0,4.568,4.48,31380.0,30906.0,-1.51,2.991,2.946,139113.0,13.261,9814.0,0.935,34022.0,3.243,25949.0,2.474,874.0,0.083,711.0,0.068,23916.0,2.28,4511.5,10.45,25.6,29.25,8.9,12.1,24.7,2.6,0,Low
6019,CA,Fresno,113632.0,85485.0,-24.771,12.213,9.187,50729.0,38726.0,-23.662,5.452,4.162,3604.0,2920.0,-18.974,1.245,1.009,4337.0,1.499,35400.0,25089.0,-29.0,3.805,2.696,10178.0,7911.0,-22.273,1.094,0.85,45656.0,4.907,5819.0,0.625,38600.0,4.148,10924.0,1.174,1612.0,0.173,128.0,0.014,21350.0,2.295,3931.0,16.6,28.7,30.0,10.2,15.0,29.2,3.0,2,Low
6029,CA,Kern,128066.0,122098.0,-4.66,15.253,14.542,45376.0,45136.0,-0.528,5.404,5.376,2714.0,2933.0,8.069,1.066,1.152,4324.0,1.698,35825.0,33086.0,-7.0,4.267,3.94,11292.0,11330.0,0.34,1.345,1.349,80936.0,9.639,7596.0,0.905,46629.0,5.553,4319.0,0.514,1593.0,0.19,212.0,0.025,27445.0,3.269,3862.0,16.6,29.7,30.7,10.1,14.2,29.3,2.9,2,Medium
6037,CA,Los Angeles,613460.0,622626.0,1.494,6.248,6.341,139369.0,161791.0,16.088,1.419,1.648,7283.0,8301.0,13.979,0.225,0.256,9693.0,0.299,149647.0,151115.0,1.0,1.524,1.539,78923.0,81046.0,2.689,0.804,0.825,371844.0,3.787,52659.0,0.536,217461.0,2.215,76999.0,0.784,3944.0,0.04,1400.0,0.014,115782.0,1.179,3908.5,16.4,25.4,31.3,10.0,12.6,24.6,2.7,0,Low
6047,CA,Merced,36594.0,40078.0,9.52,14.306,15.668,14081.0,18756.0,33.204,5.505,7.332,1223.0,1038.0,-15.129,1.616,1.371,1876.0,2.48,12062.0,13122.0,9.0,4.715,5.13,3206.0,3575.0,11.51,1.253,1.397,24045.0,9.4,1161.0,0.454,21648.0,8.463,2982.0,1.166,402.0,0.157,56.0,0.022,11434.0,4.47,3632.0,19.7,31.0,32.55,11.8,16.25,29.95,3.55,2,Medium
6053,CA,Monterey,49442.0,51149.0,3.451,11.912,12.323,12942.0,14418.0,11.407,3.118,3.474,1155.0,941.0,-18.59,0.917,0.746,778.0,0.617,12326.0,12912.0,5.0,2.97,3.111,6278.0,6620.0,5.442,1.512,1.595,34771.0,8.377,1595.0,0.384,16758.0,4.037,2966.0,0.714,528.0,0.127,326.0,0.078,10966.0,2.642,4337.5,22.35,26.25,29.75,10.8,15.45,26.95,2.8,0,Medium
6055,CA,Napa,19303.0,13840.0,-28.301,14.143,10.14,3609.0,3166.0,-12.283,2.644,2.319,474.0,329.0,-30.565,0.969,0.673,171.0,0.348,3914.0,2583.0,-34.0,2.868,1.892,4146.0,3433.0,-17.182,3.037,2.515,11940.0,8.748,66.0,0.048,2373.0,1.738,318.0,0.233,99.0,0.072,29.0,0.021,1391.0,1.019,3197.0,12.3,27.75,31.549999999999997,8.850000000000001,12.6,26.2,2.7,0,Low
6059,CA,Orange,220587.0,195972.0,-11.159,7.328,6.51,28840.0,26826.0,-6.985,0.958,0.891,2865.0,2597.0,-9.364,0.289,0.262,1202.0,0.121,51274.0,46414.0,-9.0,1.703,1.542,32601.0,27463.0,-15.759,1.083,0.912,146457.0,4.865,2550.0,0.085,29708.0,0.987,29030.0,0.964,644.0,0.021,345.0,0.011,16948.0,0.563,4444.0,12.0,26.7,33.0,9.2,11.5,20.3,2.5,0,Low
6061,CA,Placer,53007.0,54219.0,2.287,15.213,15.561,7803.0,10540.0,35.073,2.239,3.025,1245.0,1502.0,20.601,0.939,1.132,740.0,0.558,12674.0,12873.0,2.0,3.637,3.694,8937.0,9585.0,7.244,2.565,2.751,46337.0,13.299,641.0,0.184,5386.0,1.546,2917.0,0.837,445.0,0.128,84.0,0.024,3798.0,1.09,3562.0,7.6,25.8,30.1,7.5,11.1,21.0,2.4,0,Medium
6065,CA,Riverside,433981.0,437850.0,0.891,19.82,19.996,135290.0,149951.0,10.837,6.179,6.848,6618.0,7405.0,11.881,0.964,1.079,11463.0,1.67,118032.0,117686.0,-0.0,5.39,5.375,55163.0,57465.0,4.174,2.519,2.624,282167.0,12.886,26288.0,1.201,187656.0,8.57,21117.0,0.964,4260.0,0.195,1184.0,0.054,102837.0,4.696,4204.0,14.350000000000001,27.9,30.45,10.1,13.8,27.65,2.6,2,Medium
6067,CA,Sacramento,190246.0,193705.0,1.818,13.409,13.653,51933.0,62748.0,20.826,3.66,4.423,3920.0,4282.0,9.217,0.763,0.833,6844.0,1.332,47072.0,47502.0,1.0,3.318,3.348,22340.0,22469.0,0.58,1.575,1.584,118690.0,8.366,19580.0,1.38,35608.0,2.51,25816.0,1.82,1689.0,0.119,1934.0,0.136,25998.0,1.832,4041.5,10.2,29.25,29.95,9.5,12.9,28.700000000000003,2.75,0,Medium
6071,CA,San Bernardino,454074.0,433154.0,-4.607,22.311,21.283,151879.0,162905.0,7.26,7.463,8.004,7755.0,7789.0,0.442,1.268,1.273,16806.0,2.748,127681.0,121642.0,-4.0,6.274,5.977,44772.0,42277.0,-5.574,2.2,2.077,272385.0,13.384,35922.0,1.765,170955.0,8.4,23251.0,1.142,5021.0,0.247,1581.0,0.078,94997.0,4.668,4777.0,16.7,27.1,28.5,10.7,14.1,31.2,2.7,2,High
6073,CA,San Diego,456714.0,424211.0,-7.117,14.755,13.705,84422.0,95164.0,12.725,2.727,3.074,4978.0,4789.0,-3.798,0.458,0.441,4568.0,0.42,100184.0,92734.0,-7.0,3.237,2.996,59020.0,54398.0,-7.831,1.907,1.757,316784.0,10.234,16316.0,0.527,74759.0,2.415,40485.0,1.308,3035.0,0.098,1752.0,0.057,45843.0,1.481,4456.5,10.9,27.4,29.7,8.7,11.5,22.25,2.5,0,Medium
6075,CA,San Francisco,26693.0,4474.0,-83.24,3.315,0.556,11091.0,2593.0,-76.624,1.377,0.322,1525.0,364.0,-76.171,0.441,0.105,216.0,0.062,6137.0,934.0,-84.0,0.762,0.116,2800.0,139.0,-95.061,0.348,0.017,1686.0,0.209,1129.0,0.14,849.0,0.105,806.0,0.1,46.0,0.006,72.0,0.009,739.0,0.092,3974.0,8.2,24.9,29.3,8.1,9.6,17.1,2.2,0,Low
6077,CA,San Joaquin,77980.0,86688.0,11.167,11.379,12.649,24555.0,32686.0,33.111,3.583,4.769,1303.0,1927.0,47.899,0.606,0.896,2787.0,1.296,22981.0,25129.0,10.0,3.353,3.667,6376.0,7877.0,23.558,0.93,1.149,43071.0,6.285,8457.0,1.234,31737.0,4.631,13693.0,1.998,795.0,0.116,471.0,0.069,20203.0,2.948,3999.0,16.3,28.75,32.150000000000006,10.9,14.55,31.5,3.2,2,Low
6081,CA,San Mateo,82648.0,69489.0,-15.921,11.504,9.672,11019.0,7902.0,-28.291,1.534,1.1,844.0,853.0,0.978,0.327,0.331,233.0,0.09,19145.0,15670.0,-18.0,2.665,2.181,12314.0,10982.0,-10.815,1.714,1.528,49174.0,6.844,669.0,0.093,7478.0,1.041,13287.0,1.849,207.0,0.029,240.0,0.033,5914.0,0.823,4048.0,9.7,27.05,29.450000000000003,8.4,9.6,20.1,2.3,0,Low
6083,CA,Santa Barbara,58464.0,57598.0,-1.481,13.792,13.588,12538.0,13266.0,5.807,2.958,3.129,1046.0,1004.0,-3.967,0.736,0.706,749.0,0.527,12923.0,13065.0,2.0,3.049,3.082,9693.0,9067.0,-6.456,2.287,2.139,43917.0,10.36,1369.0,0.323,18568.0,4.38,2261.0,0.533,653.0,0.154,147.0,0.034,9254.0,2.183,4309.0,14.75,26.15,30.4,8.9,12.75,27.0,2.8,0,Medium
6085,CA,Santa Clara,170082.0,132929.0,-21.844,9.546,7.461,22556.0,17685.0,-21.597,1.266,0.993,2019.0,1700.0,-15.808,0.334,0.281,1046.0,0.173,42050.0,31895.0,-24.0,2.36,1.79,21460.0,18409.0,-14.218,1.204,1.033,70760.0,3.972,2944.0,0.165,23731.0,1.332,41895.0,2.351,689.0,0.039,391.0,0.022,16252.0,0.912,4480.0,9.6,25.0,28.8,8.1,9.8,19.6,2.1,0,Low
6089,CA,Shasta,40860.0,41276.0,1.016,23.056,23.29,13138.0,15556.0,18.407,7.413,8.777,1417.0,1711.0,20.72,2.014,2.431,1578.0,2.243,9128.0,9306.0,2.0,5.15,5.251,7558.0,7462.0,-1.277,4.265,4.21,35835.0,20.22,325.0,0.183,3337.0,1.883,1047.0,0.591,1194.0,0.674,57.0,0.032,2819.0,1.59,3767.0,8.8,30.5,33.0,9.9,13.6,26.2,3.3,2,High
6095,CA,Solano,92520.0,72339.0,-21.813,22.383,17.501,16816.0,13982.0,-16.857,4.068,3.382,1531.0,1226.0,-19.952,1.08,0.864,1624.0,1.145,22480.0,18033.0,-19.0,5.438,4.363,9683.0,6830.0,-29.463,2.342,1.652,36839.0,8.912,11289.0,2.731,13301.0,3.218,12807.0,3.098,443.0,0.107,611.0,0.148,10353.0,2.505,3807.0,11.6,29.8,30.4,9.7,12.7,27.3,2.9,0,Medium
6097,CA,Sonoma,79445.0,74694.0,-5.979,16.418,15.436,18499.0,19424.0,4.999,3.823,4.014,1891.0,1903.0,0.593,1.018,1.024,1425.0,0.766,16311.0,15173.0,-6.0,3.371,3.136,13100.0,12121.0,-7.478,2.707,2.505,60088.0,12.418,873.0,0.18,15690.0,3.243,2733.0,0.565,871.0,0.18,161.0,0.033,9971.0,2.061,4348.0,9.95,24.25,28.4,8.4,12.95,25.35,2.6,0,Medium
6099,CA,Stanislaus,68989.0,60420.0,-12.42,13.41,11.744,24817.0,24983.0,0.669,4.824,4.856,1854.0,1691.0,-8.786,1.122,1.023,2816.0,1.705,20201.0,17731.0,-12.0,3.927,3.446,6827.0,5816.0,-14.809,1.327,1.131,40550.0,7.882,1596.0,0.31,24674.0,4.796,3195.0,0.621,684.0,0.133,279.0,0.054,14119.0,2.744,4218.0,13.3,28.9,31.0,10.7,14.8,25.6,3.2,2,Low
6107,CA,Tulare,63228.0,59681.0,-5.61,14.299,13.497,35622.0,35319.0,-0.85,8.056,7.987,2285.0,1999.0,-12.501,1.752,1.533,3765.0,2.888,21201.0,19987.0,-5.0,4.795,4.52,5959.0,5442.0,-8.676,1.347,1.231,34337.0,7.765,836.0,0.189,38360.0,8.675,1839.0,0.416,996.0,0.225,94.0,0.021,21582.0,4.881,5663.0,13.4,29.0,32.1,9.9,13.9,28.0,3.1,2,High
6111,CA,Ventura,127284.0,130818.0,2.776,15.46,15.889,20326.0,27136.0,33.509,2.469,3.296,1470.0,1890.0,28.561,0.551,0.708,2030.0,0.76,31335.0,32947.0,6.0,3.806,4.002,17113.0,17164.0,0.298,2.079,2.085,99160.0,12.044,2074.0,0.252,36452.0,4.427,8960.0,1.088,1025.0,0.124,201.0,0.024,19400.0,2.356,4577.0,11.3,27.8,31.1,9.1,12.2,22.4,2.5,0,Medium
8001,CO,Adams,65746.0,66896.0,1.749,14.888,15.148,20006.0,24846.0,24.194,4.53,5.626,1101.0,1088.0,-1.205,0.716,0.707,2617.0,1.702,18640.0,19350.0,4.0,4.221,4.382,5296.0,5271.0,-0.477,1.199,1.193,49178.0,11.136,2479.0,0.561,25267.0,5.722,2024.0,0.458,795.0,0.18,99.0,0.022,12324.0,2.791,3706.5,16.549999999999997,22.9,31.15,7.6,12.649999999999999,27.6,2.3,0,High
8005,CO,Arapahoe,97261.0,69482.0,-28.561,17.004,12.147,20243.0,13733.0,-32.16,3.539,2.401,1517.0,848.0,-44.121,0.677,0.378,1141.0,0.509,25123.0,18846.0,-24.0,4.392,3.295,10572.0,6302.0,-40.394,1.848,1.102,53941.0,9.43,5617.0,0.982,8409.0,1.47,4024.0,0.703,434.0,0.076,109.0,0.019,5360.0,0.937,3648.5,10.9,25.3,29.65,7.15,11.3,23.5,2.2,0,Low
8013,CO,Boulder,45864.0,43148.0,-5.922,15.57,14.648,8373.0,9079.0,8.432,2.842,3.082,676.0,945.0,39.796,0.566,0.792,883.0,0.739,11571.0,10438.0,-9.0,3.928,3.543,4575.0,4630.0,1.192,1.553,1.571,37957.0,12.885,351.0,0.119,6241.0,2.118,1346.0,0.457,309.0,0.105,10.0,0.003,3177.0,1.078,4071.5,9.45,20.6,27.85,5.6,10.8,16.05,1.95,0,Medium
8031,CO,Denver,85518.0,55277.0,-35.362,14.249,9.21,38268.0,27183.0,-28.965,6.376,4.529,4334.0,2142.0,-50.58,1.647,0.814,3626.0,1.378,22311.0,15506.0,-30.0,3.717,2.584,7589.0,4970.0,-34.505,1.264,0.828,26245.0,4.373,13810.0,2.301,24695.0,4.115,1829.0,0.305,783.0,0.13,78.0,0.013,12536.0,2.089,4109.0,12.1,24.7,28.1,6.5,11.3,19.9,2.4,0,High
8035,CO,Douglas,52933.0,54682.0,3.304,18.542,19.155,4549.0,4983.0,9.554,1.593,1.746,566.0,747.0,31.938,0.555,0.732,372.0,0.364,15905.0,16762.0,6.0,5.572,5.872,3748.0,3695.0,-1.403,1.313,1.294,50028.0,17.525,585.0,0.205,3914.0,1.371,1580.0,0.553,212.0,0.074,39.0,0.014,2239.0,0.784,117.0,7.5,22.6,31.0,5.6,10.2,21.1,1.9,0,Low
8041,CO,El Paso,184060.0,168374.0,-8.522,29.579,27.058,53850.0,52127.0,-3.2,8.654,8.377,4444.0,2681.0,-39.689,1.883,1.136,5373.0,2.277,45195.0,42408.0,-6.0,7.263,6.815,19526.0,15099.0,-22.672,3.138,2.426,134252.0,21.575,11088.0,1.782,24929.0,4.006,4415.0,0.709,1527.0,0.245,650.0,0.104,16445.0,2.643,4289.0,10.9,26.0,31.2,7.2,12.6,22.5,2.5,0,High
8059,CO,Jefferson,129669.0,121654.0,-6.181,24.258,22.758,23022.0,21572.0,-6.299,4.307,4.035,1906.0,1671.0,-12.327,0.873,0.766,1836.0,0.841,30496.0,28580.0,-6.0,5.705,5.347,14131.0,13284.0,-5.991,2.643,2.485,110524.0,20.676,995.0,0.186,12819.0,2.398,3064.0,0.573,813.0,0.152,101.0,0.019,6159.0,1.152,3496.0,10.7,25.2,32.4,7.0,11.0,21.1,2.5,0,Medium
8069,CO,Larimer,67260.0,56629.0,-15.806,22.447,18.899,15307.0,13938.0,-8.947,5.109,4.652,1022.0,1079.0,5.554,0.849,0.896,1205.0,1.001,15595.0,13414.0,-13.0,5.205,4.477,9241.0,8021.0,-13.202,3.084,2.677,52005.0,17.356,310.0,0.103,5743.0,1.917,844.0,0.281,412.0,0.137,44.0,0.014,3016.0,1.007,3103.5,10.2,21.799999999999997,26.35,5.699999999999999,11.6,21.5,2.1,0,High
8101,CO,Pueblo,67049.0,58656.0,-12.518,42.152,36.876,25453.0,25515.0,0.245,16.001,16.04,1780.0,2034.0,14.262,2.826,3.229,3929.0,6.238,16630.0,14785.0,-11.0,10.455,9.295,10440.0,8660.0,-17.044,6.563,5.444,47007.0,29.552,1073.0,0.674,23375.0,14.695,421.0,0.264,990.0,0.622,43.0,0.027,9124.0,5.736,2647.0,20.15,31.6,34.4,12.05,15.05,31.3,3.7,1,High
8123,CO,Weld,38751.0,37099.0,-4.263,15.327,14.674,12084.0,12385.0,2.487,4.779,4.898,669.0,1056.0,57.806,0.749,1.181,1140.0,1.275,10832.0,10217.0,-5.0,4.284,4.041,3902.0,3946.0,1.144,1.543,1.561,30835.0,12.196,254.0,0.1,10985.0,4.345,278.0,0.11,393.0,0.155,22.0,0.008,5320.0,2.104,2798.5,14.45,26.9,30.55,7.699999999999999,13.2,29.4,2.6,0,High
9001,CT,Fairfield,262580.0,268769.0,2.357,28.64,29.315,23508.0,29415.0,25.131,2.564,3.208,3656.0,3770.0,3.105,1.09,1.123,3168.0,0.944,68884.0,70261.0,2.0,7.513,7.663,39753.0,41088.0,3.36,4.336,4.482,240480.0,26.229,10146.0,1.107,16453.0,1.795,9285.0,1.013,343.0,0.037,66.0,0.007,8452.0,0.922,4140.5,14.850000000000001,26.95,28.95,8.45,11.7,24.65,2.6500000000000004,0,Medium
9003,CT,Hartford,281197.0,259190.0,-7.826,31.453,28.992,37739.0,35940.0,-4.768,4.221,4.02,4948.0,4514.0,-8.763,1.41,1.286,5673.0,1.617,62100.0,57237.0,-7.0,6.946,6.402,44358.0,41563.0,-6.301,4.962,4.649,220094.0,24.619,18685.0,2.09,14662.0,1.64,10029.0,1.122,385.0,0.043,58.0,0.006,9942.0,1.112,3019.0,19.5,33.1,32.0,13.1,17.0,35.6,3.5,2,Low
9009,CT,New Haven,252394.0,247958.0,-1.758,29.264,28.749,34592.0,39180.0,13.263,4.011,4.543,4770.0,4984.0,4.486,1.426,1.49,6404.0,1.914,56139.0,55042.0,-1.0,6.509,6.382,40404.0,39527.0,-2.171,4.685,4.583,217023.0,25.163,12447.0,1.443,18411.0,2.135,7945.0,0.921,406.0,0.047,57.0,0.007,10081.0,1.169,3960.0,16.1,33.0,31.1,11.2,15.3,36.0,3.4,2,Low
10003,DE,New Castle,164991.0,122164.0,-25.957,30.64,22.687,34983.0,25579.0,-26.883,6.497,4.75,4086.0,2212.0,-45.877,2.016,1.091,3954.0,1.951,38367.0,28278.0,-26.0,7.125,5.251,20558.0,15208.0,-26.025,3.818,2.824,83717.0,15.547,24589.0,4.566,8470.0,1.573,7148.0,1.327,319.0,0.059,35.0,0.006,6358.0,1.181,2997.5,18.85,38.9,32.1,14.350000000000001,16.5,40.6,4.300000000000001,1,Low
